	# Disease ID	Disease Name	Gene ID	Gene_Name
3352	C0024667	Animal Mammary Neoplasms	60	ACTB
3353	C0024667	Animal Mammary Neoplasms	6122	RPL3
3354	C0024667	Animal Mammary Neoplasms	6128	RPL6
3355	C0024667	Animal Mammary Neoplasms	6208	RPS14
3356	C0024667	Animal Mammary Neoplasms	6277	S100A6
3357	C0024667	Animal Mammary Neoplasms	6279	S100A8
3358	C0024667	Animal Mammary Neoplasms	6319	SCD
3359	C0024667	Animal Mammary Neoplasms	6414	SELENOP
3360	C0024667	Animal Mammary Neoplasms	6427	SRSF2
3361	C0024667	Animal Mammary Neoplasms	644076	GLYCAM1
3362	C0024667	Animal Mammary Neoplasms	6446	SGK1
3363	C0024667	Animal Mammary Neoplasms	6558	SLC12A2
3364	C0024667	Animal Mammary Neoplasms	6623	SNCG
3365	C0024667	Animal Mammary Neoplasms	6634	SNRPD3
3366	C0024667	Animal Mammary Neoplasms	6662	SOX9
3367	C0024667	Animal Mammary Neoplasms	672	BRCA1
3368	C0024667	Animal Mammary Neoplasms	6774	STAT3
3369	C0024667	Animal Mammary Neoplasms	6776	STAT5A
3370	C0024667	Animal Mammary Neoplasms	7001	PRDX2
3371	C0024667	Animal Mammary Neoplasms	7018	TF
3372	C0024667	Animal Mammary Neoplasms	7069	THRSP
3373	C0024667	Animal Mammary Neoplasms	7086	TKT
3374	C0024667	Animal Mammary Neoplasms	7091	TLE4
3375	C0024667	Animal Mammary Neoplasms	71	ACTG1
3376	C0024667	Animal Mammary Neoplasms	7170	TPM3
3377	C0024667	Animal Mammary Neoplasms	7227	TRPS1
3378	C0024667	Animal Mammary Neoplasms	7329	UBE2I
3379	C0024667	Animal Mammary Neoplasms	7351	UCP2
3380	C0024667	Animal Mammary Neoplasms	7430	EZR
3381	C0024667	Animal Mammary Neoplasms	7498	XDH
3382	C0024667	Animal Mammary Neoplasms	7534	YWHAZ
3383	C0024667	Animal Mammary Neoplasms	81	ACTN4
3384	C0024667	Animal Mammary Neoplasms	832	CAPZB
3385	C0024667	Animal Mammary Neoplasms	8573	CASK
3386	C0024667	Animal Mammary Neoplasms	8673	VAMP8
3387	C0024667	Animal Mammary Neoplasms	8825	LIN7A
3388	C0024667	Animal Mammary Neoplasms	8848	TSC22D1
3389	C0024667	Animal Mammary Neoplasms	9019	MPZL1
3390	C0024667	Animal Mammary Neoplasms	902	CCNH
3391	C0024667	Animal Mammary Neoplasms	93974	ATP5IF1
3392	C0024667	Animal Mammary Neoplasms	949	SCARB1
3393	C0024667	Animal Mammary Neoplasms	9540	TP53I3
3394	C0024667	Animal Mammary Neoplasms	9615	GDA
3395	C0024667	Animal Mammary Neoplasms	9902	MRC2
3396	C0024667	Animal Mammary Neoplasms	998	CDC42
3397	C0024667	Animal Mammary Neoplasms	999	CDH1
3398	C0029422	Osteochondrodysplasias	10683	DLL3
3399	C0029422	Osteochondrodysplasias	1280	COL2A1
3400	C0029422	Osteochondrodysplasias	1297	COL9A1
3401	C0029422	Osteochondrodysplasias	1301	COL11A1
3402	C0029422	Osteochondrodysplasias	2316	FLNA
3403	C0029422	Osteochondrodysplasias	2321	FLT1
3404	C0029422	Osteochondrodysplasias	2720	GLB1
3405	C0029422	Osteochondrodysplasias	3339	HSPG2
3406	C0029422	Osteochondrodysplasias	3791	KDR
3407	C0029422	Osteochondrodysplasias	50964	SOST
3408	C0029422	Osteochondrodysplasias	59341	TRPV4
3409	C0029422	Osteochondrodysplasias	596	BCL2
3410	C0029422	Osteochondrodysplasias	6399	TRAPPC2
3411	C0029422	Osteochondrodysplasias	7422	VEGFA
3412	C0029422	Osteochondrodysplasias	9719	ADAMTSL2
3413	C0041755	Adverse reaction to drug	10	NAT2
3414	C0041755	Adverse reaction to drug	10257	ABCC4
3415	C0041755	Adverse reaction to drug	10568	SLC34A2
3416	C0041755	Adverse reaction to drug	10599	SLCO1B1
3417	C0041755	Adverse reaction to drug	10769	PLK2
3418	C0041755	Adverse reaction to drug	1191	CLU
3419	C0041755	Adverse reaction to drug	1244	ABCC2
3420	C0041755	Adverse reaction to drug	126393	HSPB6
3421	C0041755	Adverse reaction to drug	134	ADORA1
3422	C0041755	Adverse reaction to drug	135	ADORA2A
3423	C0041755	Adverse reaction to drug	1437	CSF2
3424	C0041755	Adverse reaction to drug	1440	CSF3
3425	C0041755	Adverse reaction to drug	150684	COMMD1
3426	C0041755	Adverse reaction to drug	1544	CYP1A2
3427	C0041755	Adverse reaction to drug	1559	CYP2C9
3428	C0041755	Adverse reaction to drug	1565	CYP2D6
3429	C0041755	Adverse reaction to drug	1571	CYP2E1
3430	C0041755	Adverse reaction to drug	1719	DHFR
3431	C0041755	Adverse reaction to drug	2053	EPHX2
3432	C0041755	Adverse reaction to drug	213	ALB
3433	C0041755	Adverse reaction to drug	2243	FGA
3434	C0041755	Adverse reaction to drug	26762	HAVCR1
3435	C0041755	Adverse reaction to drug	3106	HLA-B
3436	C0041755	Adverse reaction to drug	3107	HLA-C
3437	C0041755	Adverse reaction to drug	3162	HMOX1
3438	C0041755	Adverse reaction to drug	3357	HTR2B
3439	C0041755	Adverse reaction to drug	3479	IGF1
3440	C0041755	Adverse reaction to drug	3484	IGFBP1
3441	C0041755	Adverse reaction to drug	3562	IL3
3442	C0041755	Adverse reaction to drug	4254	KITLG
3443	C0041755	Adverse reaction to drug	4363	ABCC1
3444	C0041755	Adverse reaction to drug	4524	MTHFR
3445	C0041755	Adverse reaction to drug	4548	MTR
3446	C0041755	Adverse reaction to drug	4552	MTRR
3447	C0041755	Adverse reaction to drug	471	ATIC
3448	C0041755	Adverse reaction to drug	4780	NFE2L2
3449	C0041755	Adverse reaction to drug	5243	ABCB1
3450	C0041755	Adverse reaction to drug	5465	PPARA
3451	C0041755	Adverse reaction to drug	54658	UGT1A1
3452	C0041755	Adverse reaction to drug	5743	PTGS2
3453	C0041755	Adverse reaction to drug	590	BCHE
3454	C0041755	Adverse reaction to drug	5972	REN
3455	C0041755	Adverse reaction to drug	6470	SHMT1
3456	C0041755	Adverse reaction to drug	6573	SLC19A1
3457	C0041755	Adverse reaction to drug	6578	SLCO2A1
3458	C0041755	Adverse reaction to drug	6696	SPP1
3459	C0041755	Adverse reaction to drug	6948	TCN2
3460	C0041755	Adverse reaction to drug	7150	TOP1
3461	C0041755	Adverse reaction to drug	7298	TYMS
3462	C0041755	Adverse reaction to drug	84159	ARID5B
3463	C0041755	Adverse reaction to drug	8824	CES2
3464	C0041755	Adverse reaction to drug	9	NAT1
3465	C0041755	Adverse reaction to drug	9429	ABCG2
3466	C0041755	Adverse reaction to drug	9456	HOMER1
3467	C0015625	Fanconi Anemia	2072	ERCC4
3468	C0015625	Fanconi Anemia	2175	FANCA
3469	C0015625	Fanconi Anemia	2176	FANCC
3470	C0015625	Fanconi Anemia	2177	FANCD2
3471	C0015625	Fanconi Anemia	2178	FANCE
3472	C0015625	Fanconi Anemia	2187	FANCB
3473	C0015625	Fanconi Anemia	2188	FANCF
3474	C0015625	Fanconi Anemia	2189	FANCG
3475	C0015625	Fanconi Anemia	29089	UBE2T
3476	C0015625	Fanconi Anemia	4599	MX1
3477	C0015625	Fanconi Anemia	55120	FANCL
3478	C0015625	Fanconi Anemia	55215	FANCI
3479	C0015625	Fanconi Anemia	57697	FANCM
3480	C0015625	Fanconi Anemia	5889	RAD51C
3481	C0015625	Fanconi Anemia	675	BRCA2
3482	C0015625	Fanconi Anemia	7124	TNF
3483	C0015625	Fanconi Anemia	79728	PALB2
3484	C0015625	Fanconi Anemia	83990	BRIP1
3485	C0015625	Fanconi Anemia	84464	SLX4
3486	C0751778	Myoclonic Epilepsies, Progressive	10939	AFG3L2
3487	C0751778	Myoclonic Epilepsies, Progressive	1822	ATN1
3488	C0751778	Myoclonic Epilepsies, Progressive	26278	SACS
3489	C0751778	Myoclonic Epilepsies, Progressive	3746	KCNC1
3490	C0751778	Myoclonic Epilepsies, Progressive	378884	NHLRC1
3491	C0751778	Myoclonic Epilepsies, Progressive	4758	NEU1
3492	C0751778	Myoclonic Epilepsies, Progressive	5274	SERPINI1
3493	C0751778	Myoclonic Epilepsies, Progressive	54982	CLN6
3494	C0751778	Myoclonic Epilepsies, Progressive	5621	PRNP
3495	C0751778	Myoclonic Epilepsies, Progressive	57465	TBC1D24
3496	C0751778	Myoclonic Epilepsies, Progressive	7248	TSC1
3497	C0751778	Myoclonic Epilepsies, Progressive	7957	EPM2A
3498	C0206762	Limb Deformities, Congenital	10082	GPC6
3499	C0206762	Limb Deformities, Congenital	1147	CHUK
3500	C0206762	Limb Deformities, Congenital	1302	COL11A2
3501	C0206762	Limb Deformities, Congenital	1404	HAPLN1
3502	C0206762	Limb Deformities, Congenital	2263	FGFR2
3503	C0206762	Limb Deformities, Congenital	3207	HOXA11
3504	C0206762	Limb Deformities, Congenital	3237	HOXD11
3505	C0206762	Limb Deformities, Congenital	3238	HOXD12
3506	C0206762	Limb Deformities, Congenital	3239	HOXD13
3507	C0206762	Limb Deformities, Congenital	3664	IRF6
3508	C0206762	Limb Deformities, Congenital	407975	MIR17HG
3509	C0206762	Limb Deformities, Congenital	6299	SALL1
3510	C0206762	Limb Deformities, Congenital	6926	TBX3
3511	C0206762	Limb Deformities, Congenital	7042	TGFB2
3512	C0206762	Limb Deformities, Congenital	775	CACNA1C
3513	C0206762	Limb Deformities, Congenital	8626	TP63
3515	C0429087	Electrocardiogram: P-R interval	3680	ITGA9
3516	C0429087	Electrocardiogram: P-R interval	4211	MEIS1
3517	C0429087	Electrocardiogram: P-R interval	6331	SCN5A
3518	C0429087	Electrocardiogram: P-R interval	6336	SCN10A
3519	C0429087	Electrocardiogram: P-R interval	64762	GAREM1
3520	C0429087	Electrocardiogram: P-R interval	6910	TBX5
3521	C0429087	Electrocardiogram: P-R interval	7481	WNT11
3522	C0429087	Electrocardiogram: P-R interval	83478	ARHGAP24
3523	C0429087	Electrocardiogram: P-R interval	857	CAV1
3524	C0024668	Mammary Neoplasms, Experimental	1019	CDK4
3525	C0024668	Mammary Neoplasms, Experimental	1021	CDK6
3526	C0024668	Mammary Neoplasms, Experimental	1040	CDS1
3527	C0024668	Mammary Neoplasms, Experimental	10409	BASP1
3528	C0024668	Mammary Neoplasms, Experimental	10653	SPINT2
3529	C0024668	Mammary Neoplasms, Experimental	10769	PLK2
3530	C0024668	Mammary Neoplasms, Experimental	111	ADCY5
3531	C0024668	Mammary Neoplasms, Experimental	112802	KRT71
3532	C0024668	Mammary Neoplasms, Experimental	1266	CNN3
3533	C0024668	Mammary Neoplasms, Experimental	1289	COL5A1
3534	C0024668	Mammary Neoplasms, Experimental	1447	CSN2
3535	C0024668	Mammary Neoplasms, Experimental	1448	CSN3
3536	C0024668	Mammary Neoplasms, Experimental	1468	SLC25A10
3537	C0024668	Mammary Neoplasms, Experimental	1622	DBI
3538	C0024668	Mammary Neoplasms, Experimental	1674	DES
3539	C0024668	Mammary Neoplasms, Experimental	174	AFP
3540	C0024668	Mammary Neoplasms, Experimental	1848	DUSP6
3541	C0024668	Mammary Neoplasms, Experimental	186	AGTR2
3542	C0024668	Mammary Neoplasms, Experimental	1901	S1PR1
3543	C0024668	Mammary Neoplasms, Experimental	1915	EEF1A1
3544	C0024668	Mammary Neoplasms, Experimental	1956	EGFR
3545	C0024668	Mammary Neoplasms, Experimental	1984	EIF5A
3546	C0024668	Mammary Neoplasms, Experimental	2023	ENO1
3547	C0024668	Mammary Neoplasms, Experimental	2052	EPHX1
3548	C0024668	Mammary Neoplasms, Experimental	2064	ERBB2
3549	C0024668	Mammary Neoplasms, Experimental	2099	ESR1
3550	C0024668	Mammary Neoplasms, Experimental	2100	ESR2
3551	C0024668	Mammary Neoplasms, Experimental	214	ALCAM
3552	C0024668	Mammary Neoplasms, Experimental	2167	FABP4
3553	C0024668	Mammary Neoplasms, Experimental	2180	ACSL1
3554	C0024668	Mammary Neoplasms, Experimental	2202	EFEMP1
3555	C0024668	Mammary Neoplasms, Experimental	2335	FN1
3556	C0024668	Mammary Neoplasms, Experimental	23569	PADI4
3557	C0024668	Mammary Neoplasms, Experimental	26012	NSMF
3558	C0024668	Mammary Neoplasms, Experimental	2625	GATA3
3559	C0024668	Mammary Neoplasms, Experimental	2628	GATM
3560	C0024668	Mammary Neoplasms, Experimental	2678	GGT1
3561	C0024668	Mammary Neoplasms, Experimental	2688	GH1
3562	C0024668	Mammary Neoplasms, Experimental	2771	GNAI2
3563	C0024668	Mammary Neoplasms, Experimental	2937	GSS
3564	C0024668	Mammary Neoplasms, Experimental	301	ANXA1
3565	C0024668	Mammary Neoplasms, Experimental	3021	H3-3B
3566	C0024668	Mammary Neoplasms, Experimental	3039	HBA1
3567	C0024668	Mammary Neoplasms, Experimental	307	ANXA4
3568	C0024668	Mammary Neoplasms, Experimental	3162	HMOX1
3569	C0024668	Mammary Neoplasms, Experimental	3178	HNRNPA1
3570	C0024668	Mammary Neoplasms, Experimental	3182	HNRNPAB
3571	C0024668	Mammary Neoplasms, Experimental	3265	HRAS
3572	C0024668	Mammary Neoplasms, Experimental	331	XIAP
3573	C0024668	Mammary Neoplasms, Experimental	3397	ID1
3574	C0024668	Mammary Neoplasms, Experimental	3399	ID3
3575	C0024668	Mammary Neoplasms, Experimental	3400	ID4
3576	C0024668	Mammary Neoplasms, Experimental	347733	TUBB2B
3577	C0024668	Mammary Neoplasms, Experimental	3479	IGF1
3578	C0024668	Mammary Neoplasms, Experimental	3572	IL6ST
3579	C0024668	Mammary Neoplasms, Experimental	358	AQP1
3580	C0024668	Mammary Neoplasms, Experimental	3586	IL10
3581	C0024668	Mammary Neoplasms, Experimental	3638	INSIG1
3582	C0024668	Mammary Neoplasms, Experimental	3852	KRT5
3583	C0024668	Mammary Neoplasms, Experimental	3925	STMN1
3584	C0024668	Mammary Neoplasms, Experimental	3963	LGALS7
3585	C0024668	Mammary Neoplasms, Experimental	4012	LNPEP
3586	C0024668	Mammary Neoplasms, Experimental	4023	LPL
3587	C0024668	Mammary Neoplasms, Experimental	4072	EPCAM
3588	C0024668	Mammary Neoplasms, Experimental	4191	MDH2
3589	C0024668	Mammary Neoplasms, Experimental	4254	KITLG
3590	C0024668	Mammary Neoplasms, Experimental	4256	MGP
3591	C0024668	Mammary Neoplasms, Experimental	4282	MIF
3592	C0024668	Mammary Neoplasms, Experimental	4318	MMP9
3593	C0024668	Mammary Neoplasms, Experimental	4512	COX1
3594	C0024668	Mammary Neoplasms, Experimental	5020	OXT
3595	C0024668	Mammary Neoplasms, Experimental	5037	PEBP1
3596	C0024668	Mammary Neoplasms, Experimental	5045	FURIN
3597	C0024668	Mammary Neoplasms, Experimental	50486	G0S2
3598	C0024668	Mammary Neoplasms, Experimental	5154	PDGFA
3599	C0024668	Mammary Neoplasms, Experimental	51599	LSR
3600	C0024668	Mammary Neoplasms, Experimental	5223	PGAM1
3601	C0024668	Mammary Neoplasms, Experimental	5241	PGR
3602	C0024668	Mammary Neoplasms, Experimental	5245	PHB
3603	C0024668	Mammary Neoplasms, Experimental	5295	PIK3R1
3604	C0024668	Mammary Neoplasms, Experimental	5315	PKM
3605	C0024668	Mammary Neoplasms, Experimental	5465	PPARA
3606	C0024668	Mammary Neoplasms, Experimental	5609	MAP2K7
3607	C0024668	Mammary Neoplasms, Experimental	5617	PRL
3608	C0024668	Mammary Neoplasms, Experimental	5618	PRLR
3609	C0024668	Mammary Neoplasms, Experimental	5685	PSMA4
3610	C0024668	Mammary Neoplasms, Experimental	5720	PSME1
3611	C0024668	Mammary Neoplasms, Experimental	5725	PTBP1
3612	C0024668	Mammary Neoplasms, Experimental	5731	PTGER1
3613	C0024668	Mammary Neoplasms, Experimental	5764	PTN
3614	C0024668	Mammary Neoplasms, Experimental	5901	RAN
3615	C0024668	Mammary Neoplasms, Experimental	5921	RASA1
3616	C0024668	Mammary Neoplasms, Experimental	5924	RASGRF2
3617	C0024668	Mammary Neoplasms, Experimental	5925	RB1
3618	C0024668	Mammary Neoplasms, Experimental	5947	RBP1
3619	C0024668	Mammary Neoplasms, Experimental	595	CCND1
3620	C0024668	Mammary Neoplasms, Experimental	5950	RBP4
3621	C0024668	Mammary Neoplasms, Experimental	5954	RCN1
3622	C0024668	Mammary Neoplasms, Experimental	60	ACTB
3623	C0024668	Mammary Neoplasms, Experimental	6051	RNPEP
3624	C0024668	Mammary Neoplasms, Experimental	6122	RPL3
3625	C0024668	Mammary Neoplasms, Experimental	6128	RPL6
3626	C0024668	Mammary Neoplasms, Experimental	6208	RPS14
3627	C0024668	Mammary Neoplasms, Experimental	6277	S100A6
3628	C0024668	Mammary Neoplasms, Experimental	6319	SCD
3629	C0024668	Mammary Neoplasms, Experimental	6414	SELENOP
3630	C0024668	Mammary Neoplasms, Experimental	6427	SRSF2
3631	C0024668	Mammary Neoplasms, Experimental	644076	GLYCAM1
3632	C0024668	Mammary Neoplasms, Experimental	6446	SGK1
3633	C0024668	Mammary Neoplasms, Experimental	6558	SLC12A2
3634	C0024668	Mammary Neoplasms, Experimental	6623	SNCG
3635	C0024668	Mammary Neoplasms, Experimental	6634	SNRPD3
3636	C0024668	Mammary Neoplasms, Experimental	6648	SOD2
3637	C0024668	Mammary Neoplasms, Experimental	6662	SOX9
3638	C0024668	Mammary Neoplasms, Experimental	6696	SPP1
3639	C0024668	Mammary Neoplasms, Experimental	672	BRCA1
3640	C0024668	Mammary Neoplasms, Experimental	6774	STAT3
3641	C0024668	Mammary Neoplasms, Experimental	6776	STAT5A
3642	C0024668	Mammary Neoplasms, Experimental	6790	AURKA
3643	C0024668	Mammary Neoplasms, Experimental	7001	PRDX2
3644	C0024668	Mammary Neoplasms, Experimental	7018	TF
3645	C0024668	Mammary Neoplasms, Experimental	7031	TFF1
3646	C0024668	Mammary Neoplasms, Experimental	7069	THRSP
3647	C0024668	Mammary Neoplasms, Experimental	7086	TKT
3648	C0024668	Mammary Neoplasms, Experimental	7091	TLE4
3649	C0024668	Mammary Neoplasms, Experimental	71	ACTG1
3650	C0024668	Mammary Neoplasms, Experimental	7170	TPM3
3651	C0024668	Mammary Neoplasms, Experimental	7227	TRPS1
3652	C0024668	Mammary Neoplasms, Experimental	7329	UBE2I
3653	C0024668	Mammary Neoplasms, Experimental	7351	UCP2
3654	C0024668	Mammary Neoplasms, Experimental	7430	EZR
3655	C0024668	Mammary Neoplasms, Experimental	7498	XDH
3656	C0024668	Mammary Neoplasms, Experimental	7517	XRCC3
3657	C0024668	Mammary Neoplasms, Experimental	7534	YWHAZ
3658	C0024668	Mammary Neoplasms, Experimental	780	DDR1
3659	C0024668	Mammary Neoplasms, Experimental	81	ACTN4
3660	C0024668	Mammary Neoplasms, Experimental	832	CAPZB
3661	C0024668	Mammary Neoplasms, Experimental	8573	CASK
3662	C0024668	Mammary Neoplasms, Experimental	8648	NCOA1
3663	C0024668	Mammary Neoplasms, Experimental	8673	VAMP8
3664	C0024668	Mammary Neoplasms, Experimental	8743	TNFSF10
3665	C0024668	Mammary Neoplasms, Experimental	8825	LIN7A
3666	C0024668	Mammary Neoplasms, Experimental	8848	TSC22D1
3667	C0024668	Mammary Neoplasms, Experimental	9019	MPZL1
3668	C0024668	Mammary Neoplasms, Experimental	902	CCNH
3669	C0024668	Mammary Neoplasms, Experimental	93974	ATP5IF1
3670	C0024668	Mammary Neoplasms, Experimental	949	SCARB1
3671	C0024668	Mammary Neoplasms, Experimental	960	CD44
3672	C0024668	Mammary Neoplasms, Experimental	9615	GDA
3673	C0024668	Mammary Neoplasms, Experimental	9902	MRC2
3674	C0024668	Mammary Neoplasms, Experimental	998	CDC42
3675	C0024668	Mammary Neoplasms, Experimental	999	CDH1
3676	C0018824	Heart valve disease	11035	RIPK3
3677	C0018824	Heart valve disease	1277	COL1A1
3678	C0018824	Heart valve disease	1278	COL1A2
3679	C0018824	Heart valve disease	2209	FCGR1A
3680	C0018824	Heart valve disease	29108	PYCARD
3681	C0018824	Heart valve disease	3357	HTR2B
3682	C0018824	Heart valve disease	3553	IL1B
3683	C0018824	Heart valve disease	3606	IL18
3684	C0018824	Heart valve disease	3689	ITGB2
3685	C0018824	Heart valve disease	3717	JAK2
3686	C0018824	Heart valve disease	3934	LCN2
3687	C0018824	Heart valve disease	4046	LSP1
3688	C0018824	Heart valve disease	4851	NOTCH1
3689	C0018824	Heart valve disease	5777	PTPN6
3690	C0018824	Heart valve disease	632	BGLAP
3691	C0018824	Heart valve disease	6347	CCL2
3692	C0018824	Heart valve disease	6693	SPN
3693	C0018824	Heart valve disease	6696	SPP1
3694	C0018824	Heart valve disease	7076	TIMP1
3695	C0018824	Heart valve disease	729	C6
3696	C0018824	Heart valve disease	80781	COL18A1
3697	C0018824	Heart valve disease	836	CASP3
3698	C0018824	Heart valve disease	9450	LY86
3699	C0018824	Heart valve disease	9719	ADAMTSL2
3700	C0079744	Diffuse Large B-Cell Lymphoma	102465537	MIR6891
3701	C0079744	Diffuse Large B-Cell Lymphoma	1029	CDKN2A
3702	C0079744	Diffuse Large B-Cell Lymphoma	10549	PRDX4
3703	C0079744	Diffuse Large B-Cell Lymphoma	10628	TXNIP
3704	C0079744	Diffuse Large B-Cell Lymphoma	10892	MALT1
3705	C0079744	Diffuse Large B-Cell Lymphoma	10935	PRDX3
3706	C0079744	Diffuse Large B-Cell Lymphoma	1213	CLTC
3707	C0079744	Diffuse Large B-Cell Lymphoma	2146	EZH2
3708	C0079744	Diffuse Large B-Cell Lymphoma	22872	SEC31A
3709	C0079744	Diffuse Large B-Cell Lymphoma	238	ALK
3710	C0079744	Diffuse Large B-Cell Lymphoma	2735	GLI1
3711	C0079744	Diffuse Large B-Cell Lymphoma	3106	HLA-B
3712	C0079744	Diffuse Large B-Cell Lymphoma	355	FAS
3713	C0079744	Diffuse Large B-Cell Lymphoma	4615	MYD88
3714	C0079744	Diffuse Large B-Cell Lymphoma	5170	PDPK1
3715	C0079744	Diffuse Large B-Cell Lymphoma	5243	ABCB1
3716	C0079744	Diffuse Large B-Cell Lymphoma	5290	PIK3CA
3717	C0079744	Diffuse Large B-Cell Lymphoma	5291	PIK3CB
3718	C0079744	Diffuse Large B-Cell Lymphoma	5293	PIK3CD
3719	C0079744	Diffuse Large B-Cell Lymphoma	5294	PIK3CG
3720	C0079744	Diffuse Large B-Cell Lymphoma	567	B2M
3721	C0079744	Diffuse Large B-Cell Lymphoma	5820	PVT1
3722	C0079744	Diffuse Large B-Cell Lymphoma	596	BCL2
3723	C0079744	Diffuse Large B-Cell Lymphoma	6198	RPS6KB1
3724	C0079744	Diffuse Large B-Cell Lymphoma	64411	ARAP3
3725	C0079744	Diffuse Large B-Cell Lymphoma	64434	NOM1
3726	C0079744	Diffuse Large B-Cell Lymphoma	6502	SKP2
3727	C0079744	Diffuse Large B-Cell Lymphoma	6648	SOD2
3728	C0079744	Diffuse Large B-Cell Lymphoma	6649	SOD3
3729	C0079744	Diffuse Large B-Cell Lymphoma	79080	CCDC86
3730	C0079744	Diffuse Large B-Cell Lymphoma	8085	KMT2D
3731	C0079744	Diffuse Large B-Cell Lymphoma	84433	CARD11
3732	C0079744	Diffuse Large B-Cell Lymphoma	847	CAT
3733	C0079744	Diffuse Large B-Cell Lymphoma	942	CD86
3734	C0079744	Diffuse Large B-Cell Lymphoma	9429	ABCG2
3735	C0079744	Diffuse Large B-Cell Lymphoma	973	CD79A
3736	C0079744	Diffuse Large B-Cell Lymphoma	974	CD79B
3737	C0079744	Diffuse Large B-Cell Lymphoma	983	CDK1
3738	C0019158	Hepatitis	142	PARP1
3739	C0019158	Hepatitis	213	ALB
3740	C0019158	Hepatitis	2149	F2R
3741	C0019158	Hepatitis	2567	GABRG3
3742	C0019158	Hepatitis	27232	GNMT
3743	C0019158	Hepatitis	3002	GZMB
3744	C0019158	Hepatitis	3162	HMOX1
3745	C0019158	Hepatitis	3458	IFNG
3746	C0019158	Hepatitis	356	FASLG
3747	C0019158	Hepatitis	3630	INS
3749	C0019158	Hepatitis	401237	CASC15
3750	C0019158	Hepatitis	5168	ENPP2
3751	C0019158	Hepatitis	540	ATP7B
3752	C0019158	Hepatitis	6678	SPARC
3753	C0019158	Hepatitis	7018	TF
3754	C0019158	Hepatitis	83851	SYT16
3755	C0019158	Hepatitis	847	CAT
3756	C0019158	Hepatitis	89797	NAV2
3757	C0019158	Hepatitis	9817	KEAP1
3758	C0271650	Impaired glucose tolerance	10549	PRDX4
3759	C0271650	Impaired glucose tolerance	23411	SIRT1
3760	C0271650	Impaired glucose tolerance	2444	FRK
3761	C0271650	Impaired glucose tolerance	3630	INS
3762	C0271650	Impaired glucose tolerance	3643	INSR
3763	C0271650	Impaired glucose tolerance	407040	MIR34A
3764	C0271650	Impaired glucose tolerance	4508	ATP6
3765	C0271650	Impaired glucose tolerance	5562	PRKAA1
3766	C0271650	Impaired glucose tolerance	5563	PRKAA2
3767	C0271650	Impaired glucose tolerance	5919	RARRES2
3768	C0271650	Impaired glucose tolerance	6558	SLC12A2
3769	C0271650	Impaired glucose tolerance	79661	NEIL1
3770	C0271650	Impaired glucose tolerance	948	CD36
3771	C0162666	Mitochondrial Encephalomyopathies	10059	DNM1L
3772	C0162666	Mitochondrial Encephalomyopathies	10667	FARS2
3773	C0162666	Mitochondrial Encephalomyopathies	26235	FBXL4
3774	C0162666	Mitochondrial Encephalomyopathies	4519	CYTB
3775	C0162666	Mitochondrial Encephalomyopathies	4567	TRNL1
3776	C0162666	Mitochondrial Encephalomyopathies	4568	TRNL2
3777	C0162666	Mitochondrial Encephalomyopathies	4573	TRNR
3778	C0162666	Mitochondrial Encephalomyopathies	4578	TRNW
3779	C0162666	Mitochondrial Encephalomyopathies	4720	NDUFS2
3780	C0162666	Mitochondrial Encephalomyopathies	4729	NDUFV2
3781	C0162666	Mitochondrial Encephalomyopathies	54968	TMEM70
3782	C0162666	Mitochondrial Encephalomyopathies	55572	FOXRED1
3783	C0162666	Mitochondrial Encephalomyopathies	56947	MFF
3784	C0162666	Mitochondrial Encephalomyopathies	91574	C12orf65
3785	C0162666	Mitochondrial Encephalomyopathies	9997	SCO2
3786	C0019151	Hepatic Encephalopathy	2554	GABRA1
3787	C0019151	Hepatic Encephalopathy	2560	GABRB1
3788	C0019151	Hepatic Encephalopathy	2566	GABRG2
3789	C0019151	Hepatic Encephalopathy	2638	GC
3790	C0019151	Hepatic Encephalopathy	2752	GLUL
3791	C0019151	Hepatic Encephalopathy	4049	LTA
3792	C0019151	Hepatic Encephalopathy	4128	MAOA
3793	C0019151	Hepatic Encephalopathy	4129	MAOB
3794	C0019151	Hepatic Encephalopathy	4842	NOS1
3795	C0019151	Hepatic Encephalopathy	4988	OPRM1
3796	C0019151	Hepatic Encephalopathy	5591	PRKDC
3797	C0019151	Hepatic Encephalopathy	706	TSPO
3798	C0019151	Hepatic Encephalopathy	7124	TNF
3801	C0026769	Multiple Sclerosis	100133941	CD24
3805	C0026769	Multiple Sclerosis	100506047	LINC02580
3806	C0026769	Multiple Sclerosis	10055	SAE1
3807	C0026769	Multiple Sclerosis	100616384	MIR548AC
3808	C0026769	Multiple Sclerosis	101927027	CHROMR
3810	C0026769	Multiple Sclerosis	101928464	ZNF433-AS1
3811	C0026769	Multiple Sclerosis	101928791	LINC01147
3812	C0026769	Multiple Sclerosis	10198	MPHOSPH9
3813	C0026769	Multiple Sclerosis	10301	DLEU1
3814	C0026769	Multiple Sclerosis	10461	MERTK
3815	C0026769	Multiple Sclerosis	10538	BATF
3816	C0026769	Multiple Sclerosis	10636	RGS14
3817	C0026769	Multiple Sclerosis	10665	TSBP1
3818	C0026769	Multiple Sclerosis	10892	MALT1
3819	C0026769	Multiple Sclerosis	11262	SP140
3820	C0026769	Multiple Sclerosis	116986	AGAP2
3821	C0026769	Multiple Sclerosis	117289	TAGAP
